"","season","episode","scene","utterance","emotion"
"10932",4,13,4,3,"Scared"
"10933",4,13,4,4,"Sad"
"10934",4,13,4,5,"Peaceful"
"10935",4,13,4,6,"Neutral"
"10936",4,13,4,7,"Joyful"
"10937",4,13,4,8,"Peaceful"
"10938",4,13,4,9,"Joyful"
"10939",4,13,4,10,"Peaceful"
"10940",4,13,4,11,"Mad"
"10941",4,13,4,12,"Peaceful"
"10942",4,13,4,13,"Powerful"
"10943",4,13,4,14,"Powerful"
"10944",4,13,4,15,"Peaceful"
"10945",4,13,4,16,"Mad"
"10946",4,13,4,17,"Mad"
"10947",4,13,4,18,"Peaceful"
"10948",4,13,4,19,"Joyful"
"10949",4,13,4,20,"Peaceful"
"10950",4,13,4,21,"Joyful"
"10951",4,13,5,2,"Scared"
"10952",4,13,5,3,"Peaceful"
"10953",4,13,5,5,"Joyful"
"10954",4,13,5,6,"Neutral"
"10955",4,13,5,7,"Neutral"
"10956",4,13,5,8,"Sad"
"10957",4,13,5,9,"Sad"
"10958",4,13,5,11,"Sad"
"10959",4,13,5,12,"Peaceful"
"10960",4,13,5,13,"Peaceful"
"10961",4,13,5,14,"Neutral"
"10962",4,13,5,15,"Powerful"
"10963",4,13,5,16,"Peaceful"
"10964",4,13,5,18,"Powerful"
"10965",4,13,5,19,"Scared"
"10966",4,13,6,2,"Joyful"
"10967",4,13,6,3,"Joyful"
"10968",4,13,6,4,"Joyful"
"10969",4,13,6,5,"Scared"
"10970",4,13,6,6,"Peaceful"
"10971",4,13,6,7,"Peaceful"
"10972",4,13,6,8,"Powerful"
"10973",4,13,6,9,"Joyful"
"10974",4,13,6,10,"Joyful"
"10975",4,13,6,12,"Joyful"
"10976",4,13,6,14,"Mad"
"10977",4,13,6,15,"Powerful"
"10978",4,13,6,16,"Mad"
"10979",4,13,6,17,"Mad"
"10980",4,13,6,18,"Mad"
"10981",4,13,6,19,"Mad"
"10982",4,13,6,20,"Mad"
"10983",4,13,6,21,"Mad"
"10984",4,13,6,22,"Mad"
"10985",4,13,6,23,"Mad"
"10986",4,13,6,24,"Mad"
"10987",4,13,6,25,"Mad"
"10988",4,13,9,2,"Peaceful"
"10989",4,13,9,3,"Sad"
"10990",4,13,9,4,"Powerful"
"10991",4,13,9,5,"Peaceful"
"10992",4,13,9,6,"Joyful"
"10993",4,13,9,7,"Peaceful"
"10994",4,13,9,8,"Scared"
"10995",4,13,9,9,"Peaceful"
"10996",4,13,9,10,"Peaceful"
"10997",4,13,9,11,"Joyful"
"10998",4,13,9,12,"Scared"
"10999",4,13,9,13,"Peaceful"
"11000",4,13,9,14,"Scared"
"11001",4,13,9,15,"Joyful"
"11002",4,13,10,2,"Joyful"
"11003",4,13,10,3,"Joyful"
"11004",4,13,10,4,"Joyful"
"11005",4,13,10,5,"Joyful"
"11006",4,13,10,6,"Peaceful"
"11007",4,13,10,7,"Joyful"
"11008",4,13,10,8,"Powerful"
"11009",4,13,10,9,"Peaceful"
"11010",4,13,10,10,"Neutral"
"11011",4,13,10,11,"Joyful"
"11012",4,13,10,12,"Neutral"
"11013",4,13,10,13,"Powerful"
"11014",4,13,10,14,"Joyful"
"11015",4,13,10,15,"Joyful"
"11016",4,13,10,16,"Neutral"
"11017",4,13,10,17,"Neutral"
"11018",4,13,10,18,"Joyful"
"11019",4,13,10,19,"Sad"
"11020",4,13,10,20,"Joyful"
"11021",4,13,10,21,"Powerful"
"11022",4,13,10,22,"Joyful"
"11023",4,13,10,23,"Joyful"
"11024",4,13,10,24,"Neutral"
"11025",4,13,10,25,"Peaceful"
"11026",4,13,11,2,"Joyful"
"11027",4,13,11,3,"Peaceful"
"11028",4,13,11,4,"Sad"
"11029",4,13,11,5,"Sad"
"11030",4,13,11,6,"Neutral"
"11031",4,13,11,7,"Joyful"
"11032",4,14,1,2,"Neutral"
"11033",4,14,1,3,"Neutral"
"11034",4,14,1,4,"Neutral"
"11035",4,14,1,5,"Joyful"
"11036",4,14,1,6,"Joyful"
"11037",4,14,1,7,"Peaceful"
"11038",4,14,1,8,"Neutral"
"11039",4,14,1,9,"Joyful"
"11040",4,14,1,10,"Joyful"
"11041",4,14,1,11,"Joyful"
"11042",4,14,1,13,"Joyful"
"11043",4,14,1,14,"Neutral"
"11044",4,14,1,15,"Powerful"
"11045",4,14,1,16,"Neutral"
"11046",4,14,1,17,"Joyful"
"11047",4,14,1,18,"Joyful"
"11048",4,14,1,19,"Peaceful"
"11049",4,14,1,20,"Peaceful"
"11050",4,14,1,21,"Joyful"
"11051",4,14,1,22,"Neutral"
"11052",4,14,1,23,"Mad"
"11053",4,14,6,2,"Joyful"
"11054",4,14,6,3,"Peaceful"
"11055",4,14,6,5,"Joyful"
"11056",4,14,6,6,"Joyful"
"11057",4,14,6,7,"Powerful"
"11058",4,14,6,8,"Neutral"
"11059",4,14,6,9,"Scared"
"11060",4,14,6,10,"Joyful"
"11061",4,14,6,11,"Scared"
"11062",4,14,6,12,"Mad"
"11063",4,14,6,13,"Scared"
"11064",4,14,6,14,"Powerful"
"11065",4,14,6,15,"Joyful"
"11066",4,14,6,16,"Joyful"
"11067",4,14,6,17,"Powerful"
"11068",4,14,7,2,"Neutral"
"11069",4,14,7,3,"Scared"
"11070",4,14,7,5,"Scared"
"11071",4,14,7,6,"Neutral"
"11072",4,14,7,7,"Joyful"
"11073",4,14,7,9,"Joyful"
"11074",4,14,7,10,"Joyful"
"11075",4,14,7,11,"Scared"
"11076",4,14,7,12,"Neutral"
"11077",4,14,7,13,"Powerful"
"11078",4,14,7,14,"Powerful"
"11079",4,14,7,15,"Neutral"
"11080",4,14,7,16,"Neutral"
"11081",4,14,7,17,"Peaceful"
"11082",4,14,7,18,"Mad"
"11083",4,14,7,19,"Neutral"
"11084",4,14,7,20,"Scared"
"11085",4,14,7,21,"Neutral"
"11086",4,14,8,2,"Scared"
"11087",4,14,8,3,"Peaceful"
"11088",4,14,8,4,"Mad"
"11089",4,14,8,5,"Joyful"
"11090",4,14,8,6,"Mad"
"11091",4,14,8,7,"Peaceful"
"11092",4,14,8,8,"Mad"
"11093",4,14,8,9,"Joyful"
"11094",4,14,8,10,"Joyful"
"11095",4,14,8,11,"Neutral"
"11096",4,14,8,12,"Peaceful"
"11097",4,14,8,13,"Scared"
"11098",4,14,8,14,"Powerful"
"11099",4,14,8,15,"Neutral"
"11100",4,14,8,16,"Powerful"
"11101",4,14,8,17,"Scared"
"11102",4,14,8,18,"Peaceful"
"11103",4,14,8,19,"Neutral"
"11104",4,14,10,2,"Joyful"
"11105",4,14,10,3,"Powerful"
"11106",4,14,10,4,"Joyful"
"11107",4,14,10,5,"Powerful"
"11108",4,14,10,6,"Powerful"
"11109",4,14,10,7,"Powerful"
"11110",4,14,10,8,"Peaceful"
"11111",4,14,10,9,"Peaceful"
"11112",4,14,10,10,"Powerful"
"11113",4,14,10,11,"Powerful"
"11114",4,14,10,12,"Powerful"
"11115",4,14,10,13,"Powerful"
"11116",4,14,10,14,"Scared"
"11117",4,14,10,15,"Joyful"
"11118",4,14,10,16,"Powerful"
"11119",4,14,10,17,"Powerful"
"11120",4,14,10,18,"Neutral"
"11121",4,14,10,19,"Powerful"
"11122",4,14,10,20,"Powerful"
"11123",4,14,10,21,"Powerful"
"11124",4,14,10,22,"Joyful"
"11125",4,14,10,23,"Powerful"
"11126",4,14,10,24,"Joyful"
"11127",4,14,10,25,"Joyful"
"11128",4,14,10,26,"Joyful"
"11129",4,14,11,2,"Joyful"
"11130",4,14,11,3,"Neutral"
"11131",4,14,11,4,"Powerful"
"11132",4,14,11,5,"Neutral"
"11133",4,14,11,6,"Powerful"
"11134",4,14,11,7,"Neutral"
"11135",4,14,11,8,"Neutral"
"11136",4,14,11,9,"Neutral"
"11137",4,15,1,2,"Joyful"
"11138",4,15,1,3,"Neutral"
"11139",4,15,1,4,"Joyful"
"11140",4,15,1,5,"Neutral"
"11141",4,15,1,6,"Neutral"
"11142",4,15,1,7,"Neutral"
"11143",4,15,1,8,"Joyful"
"11144",4,15,3,2,"Scared"
"11145",4,15,3,3,"Neutral"
"11146",4,15,3,5,"Scared"
"11147",4,15,3,6,"Peaceful"
"11148",4,15,3,7,"Peaceful"
"11149",4,15,3,8,"Neutral"
"11150",4,15,3,9,"Joyful"
"11151",4,15,3,10,"Neutral"
"11152",4,15,3,11,"Neutral"
"11153",4,15,3,12,"Joyful"
"11154",4,15,3,13,"Joyful"
"11155",4,15,3,14,"Joyful"
"11156",4,15,3,15,"Joyful"
"11157",4,15,3,16,"Neutral"
"11158",4,15,3,17,"Joyful"
"11159",4,15,3,18,"Joyful"
"11160",4,15,3,19,"Neutral"
"11161",4,15,3,20,"Neutral"
"11162",4,15,3,21,"Neutral"
"11163",4,15,3,22,"Joyful"
"11164",4,15,3,23,"Joyful"
"11165",4,15,3,24,"Joyful"
"11166",4,15,4,2,"Joyful"
"11167",4,15,4,3,"Neutral"
"11168",4,15,4,4,"Joyful"
"11169",4,15,4,5,"Powerful"
"11170",4,15,4,6,"Joyful"
"11171",4,15,4,7,"Peaceful"
"11172",4,15,4,8,"Joyful"
"11173",4,15,4,9,"Sad"
"11174",4,15,4,10,"Sad"
"11175",4,15,4,11,"Sad"
"11176",4,15,4,13,"Peaceful"
"11177",4,15,4,14,"Neutral"
"11178",4,15,4,15,"Neutral"
"11179",4,15,4,16,"Scared"
"11180",4,15,4,17,"Neutral"
"11181",4,15,5,2,"Neutral"
"11182",4,15,5,3,"Joyful"
"11183",4,15,5,4,"Joyful"
"11184",4,15,5,5,"Neutral"
"11185",4,15,5,6,"Mad"
"11186",4,15,5,7,"Neutral"
"11187",4,15,5,8,"Neutral"
"11188",4,15,5,9,"Scared"
"11189",4,15,5,10,"Joyful"
"11190",4,15,5,11,"Scared"
"11191",4,15,7,2,"Scared"
"11192",4,15,7,3,"Powerful"
"11193",4,15,7,4,"Peaceful"
"11194",4,15,7,5,"Peaceful"
"11195",4,15,7,6,"Peaceful"
"11196",4,15,7,7,"Peaceful"
"11197",4,15,7,9,"Neutral"
"11198",4,15,7,11,"Joyful"
"11199",4,15,7,13,"Neutral"
"11200",4,15,7,14,"Joyful"
"11201",4,15,7,15,"Joyful"
"11202",4,15,7,16,"Neutral"
"11203",4,15,7,17,"Powerful"
"11204",4,15,7,19,"Peaceful"
"11205",4,15,7,20,"Mad"
"11206",4,15,7,21,"Peaceful"
"11207",4,15,7,23,"Joyful"
"11208",4,15,7,25,"Mad"
"11209",4,15,7,27,"Joyful"
"11210",4,15,8,2,"Joyful"
"11211",4,15,8,3,"Joyful"
"11212",4,15,8,4,"Joyful"
"11213",4,15,8,5,"Joyful"
"11214",4,15,8,6,"Neutral"
"11215",4,15,8,7,"Neutral"
"11216",4,15,8,8,"Scared"
"11217",4,15,8,9,"Neutral"
"11218",4,15,8,10,"Powerful"
"11219",4,15,9,2,"Scared"
"11220",4,15,9,3,"Sad"
"11221",4,15,9,4,"Peaceful"
"11222",4,15,9,5,"Scared"
"11223",4,15,9,6,"Scared"
"11224",4,15,9,7,"Neutral"
"11225",4,15,9,8,"Scared"
"11226",4,15,9,9,"Neutral"
"11227",4,15,9,10,"Scared"
"11228",4,15,9,11,"Neutral"
"11229",4,15,9,12,"Scared"
"11230",4,15,9,13,"Neutral"
"11231",4,15,9,14,"Joyful"
"11232",4,15,9,15,"Mad"
"11233",4,15,11,2,"Joyful"
"11234",4,15,11,3,"Joyful"
"11235",4,15,11,4,"Neutral"
"11236",4,15,11,5,"Joyful"
"11237",4,15,11,7,"Mad"
"11238",4,15,11,9,"Joyful"
"11239",4,15,11,11,"Mad"
"11240",4,15,11,12,"Mad"
"11241",4,15,11,13,"Mad"
"11242",4,15,11,14,"Neutral"
"11243",4,15,11,15,"Mad"
"11244",4,15,11,16,"Scared"
"11245",4,15,11,18,"Neutral"
"11246",4,15,11,19,"Neutral"
"11247",4,15,11,20,"Peaceful"
"11248",4,15,11,21,"Scared"
"11249",4,15,12,2,"Scared"
"11250",4,15,12,3,"Joyful"
"11251",4,15,12,4,"Peaceful"
"11252",4,15,12,5,"Mad"
"11253",4,15,12,6,"Scared"
"11254",4,15,12,7,"Joyful"
"11255",4,15,12,8,"Joyful"
"11256",4,15,12,9,"Joyful"
"11257",4,15,12,10,"Joyful"
"11258",4,15,12,11,"Joyful"
"11259",4,15,12,12,"Joyful"
"11260",4,15,12,13,"Joyful"
"11261",4,15,12,14,"Scared"
"11262",4,15,12,15,"Joyful"
"11263",4,15,12,16,"Scared"
"11264",4,15,12,17,"Joyful"
"11265",4,15,13,2,"Neutral"
"11266",4,15,13,3,"Scared"
"11267",4,15,13,4,"Peaceful"
"11268",4,15,13,5,"Scared"
"11269",4,15,13,6,"Neutral"
"11270",4,15,13,7,"Powerful"
"11271",4,15,13,9,"Scared"
"11272",4,15,13,10,"Scared"
"11273",4,15,13,11,"Sad"
"11274",4,15,13,12,"Powerful"
"11275",4,15,13,13,"Sad"
"11276",4,15,13,14,"Neutral"
"11277",4,16,1,2,"Scared"
"11278",4,16,1,3,"Joyful"
"11279",4,16,1,4,"Sad"
"11280",4,16,1,5,"Scared"
"11281",4,16,1,6,"Peaceful"
"11282",4,16,1,8,"Joyful"
"11283",4,16,1,9,"Joyful"
"11284",4,16,1,11,"Neutral"
"11285",4,16,1,12,"Peaceful"
"11286",4,16,1,13,"Joyful"
"11287",4,16,1,14,"Joyful"
"11288",4,16,1,15,"Joyful"
"11289",4,16,3,2,"Powerful"
"11290",4,16,3,3,"Powerful"
"11291",4,16,3,4,"Powerful"
"11292",4,16,3,5,"Powerful"
"11293",4,16,3,6,"Powerful"
"11294",4,16,3,7,"Peaceful"
"11295",4,16,3,8,"Joyful"
"11296",4,16,3,9,"Peaceful"
"11297",4,16,3,10,"Powerful"
"11298",4,16,3,11,"Powerful"
"11299",4,16,3,12,"Sad"
"11300",4,16,3,13,"Powerful"
"11301",4,16,3,14,"Powerful"
"11302",4,16,3,15,"Joyful"
"11303",4,16,3,16,"Peaceful"
"11304",4,16,3,17,"Peaceful"
"11305",4,16,3,18,"Powerful"
"11306",4,16,3,19,"Scared"
"11307",4,16,3,20,"Joyful"
"11308",4,16,3,21,"Scared"
"11309",4,16,7,2,"Neutral"
"11310",4,16,7,3,"Neutral"
"11311",4,16,7,4,"Neutral"
"11312",4,16,7,5,"Neutral"
"11313",4,16,7,6,"Neutral"
"11314",4,16,7,7,"Neutral"
"11315",4,16,7,8,"Joyful"
"11316",4,16,7,9,"Neutral"
"11317",4,16,7,10,"Neutral"
"11318",4,16,7,11,"Neutral"
"11319",4,17,1,2,"Joyful"
"11320",4,17,1,3,"Powerful"
"11321",4,17,1,4,"Joyful"
"11322",4,17,1,5,"Peaceful"
"11323",4,17,1,6,"Sad"
"11324",4,17,1,8,"Mad"
"11325",4,17,1,9,"Scared"
"11326",4,17,1,10,"Powerful"
"11327",4,17,1,11,"Neutral"
"11328",4,17,1,12,"Sad"
"11329",4,17,1,13,"Peaceful"
"11330",4,17,1,14,"Joyful"
"11331",4,17,1,15,"Joyful"
"11332",4,17,1,16,"Neutral"
"11333",4,17,1,17,"Powerful"
"11334",4,17,1,18,"Peaceful"
"11335",4,17,1,19,"Neutral"
"11336",4,17,2,2,"Powerful"
"11337",4,17,2,3,"Sad"
"11338",4,17,2,4,"Scared"
"11339",4,17,2,5,"Sad"
"11340",4,17,2,6,"Peaceful"
"11341",4,17,2,7,"Mad"
"11342",4,17,2,8,"Powerful"
"11343",4,17,2,9,"Sad"
"11344",4,17,2,10,"Scared"
"11345",4,17,2,11,"Peaceful"
"11346",4,17,2,12,"Powerful"
"11347",4,17,2,13,"Joyful"
"11348",4,17,2,14,"Powerful"
"11349",4,17,2,15,"Neutral"
"11350",4,17,2,16,"Powerful"
"11351",4,17,2,17,"Peaceful"
"11352",4,17,2,18,"Scared"
"11353",4,17,2,19,"Peaceful"
"11354",4,17,2,20,"Peaceful"
"11355",4,17,2,21,"Scared"
"11356",4,17,2,22,"Joyful"
"11357",4,17,3,2,"Neutral"
"11358",4,17,3,3,"Neutral"
"11359",4,17,3,4,"Scared"
"11360",4,17,3,5,"Neutral"
"11361",4,17,3,6,"Scared"
"11362",4,17,3,7,"Powerful"
"11363",4,17,3,8,"Neutral"
"11364",4,17,3,9,"Peaceful"
"11365",4,17,3,10,"Scared"
"11366",4,17,3,11,"Peaceful"
"11367",4,17,3,12,"Powerful"
"11368",4,17,3,13,"Powerful"
"11369",4,17,3,14,"Neutral"
"11370",4,17,3,15,"Powerful"
"11371",4,17,3,16,"Peaceful"
"11372",4,17,3,17,"Peaceful"
"11373",4,17,3,18,"Neutral"
"11374",4,17,3,19,"Joyful"
"11375",4,17,3,20,"Peaceful"
"11376",4,17,3,21,"Powerful"
"11377",4,17,3,22,"Peaceful"
"11378",4,17,3,23,"Powerful"
"11379",4,17,3,24,"Peaceful"
"11380",4,17,3,25,"Powerful"
"11381",4,17,4,2,"Joyful"
"11382",4,17,4,3,"Joyful"
"11383",4,17,4,4,"Joyful"
"11384",4,17,4,5,"Joyful"
"11385",4,17,4,7,"Powerful"
"11386",4,17,4,8,"Joyful"
"11387",4,17,4,9,"Powerful"
"11388",4,17,4,10,"Neutral"
"11389",4,17,4,11,"Mad"
"11390",4,17,4,12,"Joyful"
"11391",4,17,4,13,"Powerful"
"11392",4,17,4,14,"Peaceful"
"11393",4,17,4,15,"Joyful"
"11394",4,17,4,16,"Joyful"
"11395",4,17,4,17,"Neutral"
"11396",4,17,5,2,"Joyful"
"11397",4,17,5,3,"Joyful"
"11398",4,17,5,4,"Joyful"
"11399",4,17,5,5,"Neutral"
"11400",4,17,5,6,"Neutral"
"11401",4,17,5,7,"Joyful"
"11402",4,17,5,8,"Powerful"
"11403",4,17,5,9,"Joyful"
"11404",4,17,5,10,"Joyful"
"11405",4,17,5,11,"Joyful"
"11406",4,17,5,12,"Powerful"
"11407",4,17,5,13,"Neutral"
"11408",4,17,5,14,"Joyful"
"11409",4,17,5,15,"Neutral"
"11410",4,17,5,16,"Powerful"
"11411",4,17,5,17,"Powerful"
"11412",4,17,5,18,"Neutral"
"11413",4,17,5,19,"Peaceful"
"11414",4,17,5,20,"Powerful"
"11415",4,17,5,21,"Neutral"
"11416",4,17,5,22,"Neutral"
"11417",4,17,5,23,"Powerful"
"11418",4,17,5,24,"Peaceful"
"11419",4,17,5,25,"Powerful"
"11420",4,17,6,2,"Neutral"
"11421",4,17,6,3,"Powerful"
"11422",4,17,6,4,"Mad"
"11423",4,17,6,5,"Peaceful"
"11424",4,17,6,6,"Joyful"
"11425",4,17,6,7,"Joyful"
"11426",4,17,6,8,"Joyful"
"11427",4,17,6,9,"Neutral"
"11428",4,17,6,10,"Peaceful"
"11429",4,17,6,11,"Powerful"
"11430",4,17,6,12,"Powerful"
"11431",4,17,6,13,"Neutral"
"11432",4,17,8,2,"Neutral"
"11433",4,17,8,3,"Powerful"
"11434",4,17,8,4,"Powerful"
"11435",4,17,8,5,"Peaceful"
"11436",4,17,8,6,"Joyful"
"11437",4,17,8,7,"Neutral"
"11438",4,17,8,8,"Neutral"
"11439",4,17,8,9,"Neutral"
"11440",4,17,8,10,"Joyful"
"11441",4,17,8,11,"Powerful"
"11442",4,17,8,12,"Scared"
"11443",4,17,8,13,"Powerful"
"11444",4,17,8,14,"Neutral"
"11445",4,17,8,15,"Scared"
"11446",4,17,8,16,"Joyful"
"11447",4,17,8,17,"Powerful"
"11448",4,17,8,18,"Scared"
"11449",4,17,8,19,"Joyful"
"11450",4,17,9,2,"Neutral"
"11451",4,17,9,3,"Neutral"
"11452",4,17,9,4,"Powerful"
"11453",4,17,9,5,"Peaceful"
"11454",4,17,9,6,"Scared"
"11455",4,17,9,7,"Scared"
"11456",4,17,9,8,"Scared"
"11457",4,17,10,2,"Joyful"
"11458",4,17,10,3,"Joyful"
"11459",4,17,10,4,"Peaceful"
"11460",4,17,10,5,"Powerful"
"11461",4,17,10,6,"Powerful"
"11462",4,17,10,7,"Joyful"
"11463",4,17,10,8,"Sad"
"11464",4,17,10,9,"Joyful"
"11465",4,17,10,10,"Scared"
"11466",4,17,10,11,"Mad"
"11467",4,17,10,12,"Neutral"
"11468",4,17,10,13,"Sad"
"11469",4,17,10,14,"Joyful"
"11470",4,17,10,15,"Sad"
"11471",4,17,10,16,"Neutral"
"11472",4,17,10,17,"Peaceful"
"11473",4,17,10,18,"Scared"
"11474",4,17,10,19,"Mad"
"11475",4,17,10,20,"Peaceful"
"11476",4,17,10,21,"Neutral"
"11477",4,17,10,22,"Scared"
"11478",4,17,10,23,"Neutral"
"11479",4,17,10,25,"Neutral"
"11480",4,17,11,2,"Joyful"
"11481",4,17,11,3,"Joyful"
"11482",4,17,11,4,"Neutral"
"11483",4,17,11,5,"Joyful"
"11484",4,17,11,6,"Joyful"
"11485",4,17,11,7,"Peaceful"
"11486",4,17,11,8,"Joyful"
"11487",4,17,11,9,"Peaceful"
"11488",4,17,11,10,"Powerful"
"11489",4,17,11,11,"Joyful"
"11490",4,17,11,12,"Neutral"
"11491",4,17,11,13,"Joyful"
"11492",4,17,11,14,"Scared"
"11493",4,17,11,15,"Neutral"
"11494",4,17,11,17,"Neutral"
"11495",4,17,11,18,"Neutral"
"11496",4,17,11,19,"Joyful"
"11497",4,17,11,21,"Mad"
"11498",4,17,11,22,"Peaceful"
"11499",4,17,11,23,"Neutral"
"11500",4,17,11,24,"Neutral"
"11501",4,17,11,25,"Neutral"
"11502",4,17,11,26,"Joyful"
"11503",4,17,11,27,"Joyful"
"11504",4,17,12,2,"Neutral"
"11505",4,17,12,3,"Mad"
"11506",4,17,12,4,"Scared"
"11507",4,17,12,6,"Scared"
"11508",4,17,12,7,"Scared"
"11509",4,17,12,8,"Scared"
"11510",4,17,12,9,"Joyful"
"11511",4,17,12,10,"Scared"
"11512",4,17,12,11,"Sad"
"11513",4,17,12,12,"Scared"
"11514",4,17,12,14,"Scared"
"11515",4,17,12,15,"Joyful"
"11516",4,17,12,16,"Sad"
"11517",4,17,12,17,"Joyful"
"11518",4,17,12,18,"Joyful"
"11519",4,17,12,19,"Joyful"
"11520",4,17,13,2,"Neutral"
"11521",4,17,13,3,"Neutral"
"11522",4,17,13,4,"Powerful"
"11523",4,17,13,5,"Mad"
"11524",4,17,13,6,"Peaceful"
"11525",4,17,13,7,"Scared"
"11526",4,17,13,8,"Peaceful"
"11527",4,17,13,9,"Powerful"
"11528",4,17,13,11,"Peaceful"
"11529",4,17,13,12,"Joyful"
"11530",4,17,13,13,"Joyful"
"11531",4,17,13,14,"Neutral"
"11532",4,17,13,16,"Joyful"
"11533",4,17,13,17,"Joyful"
"11534",4,17,13,18,"Neutral"
"11535",4,17,13,20,"Joyful"
"11536",4,17,13,21,"Neutral"
"11537",4,17,13,23,"Joyful"
"11538",4,17,13,24,"Joyful"
"11539",4,17,13,25,"Joyful"
"11540",4,18,1,2,"Joyful"
"11541",4,18,1,3,"Peaceful"
"11542",4,18,1,4,"Neutral"
"11543",4,18,1,5,"Neutral"
"11544",4,18,1,6,"Joyful"
"11545",4,18,1,7,"Joyful"
"11546",4,18,1,8,"Joyful"
"11547",4,18,1,9,"Joyful"
"11548",4,18,1,10,"Joyful"
"11549",4,18,1,11,"Peaceful"
"11550",4,18,1,12,"Sad"
"11551",4,18,1,13,"Joyful"
"11552",4,18,1,14,"Sad"
"11553",4,18,1,15,"Joyful"
"11554",4,18,1,16,"Joyful"
"11555",4,18,1,17,"Joyful"
"11556",4,18,2,2,"Mad"
"11557",4,18,2,3,"Powerful"
"11558",4,18,2,4,"Joyful"
"11559",4,18,2,5,"Scared"
"11560",4,18,2,6,"Neutral"
"11561",4,18,2,8,"Sad"
"11562",4,18,2,9,"Peaceful"
"11563",4,18,2,10,"Powerful"
"11564",4,18,2,11,"Scared"
"11565",4,18,2,12,"Powerful"
"11566",4,18,2,13,"Joyful"
"11567",4,18,2,14,"Joyful"
"11568",4,18,2,15,"Powerful"
"11569",4,18,2,16,"Joyful"
"11570",4,18,2,17,"Joyful"
"11571",4,18,2,18,"Joyful"
"11572",4,18,2,19,"Scared"
"11573",4,18,2,20,"Peaceful"
"11574",4,18,2,22,"Powerful"
"11575",4,18,2,23,"Powerful"
"11576",4,18,2,24,"Powerful"
"11577",4,18,2,25,"Powerful"
"11578",4,18,3,2,"Neutral"
"11579",4,18,3,3,"Neutral"
"11580",4,18,3,4,"Neutral"
"11581",4,18,3,5,"Scared"
"11582",4,18,3,6,"Powerful"
"11583",4,18,3,7,"Joyful"
"11584",4,18,3,8,"Scared"
"11585",4,18,3,9,"Powerful"
"11586",4,18,3,10,"Joyful"
"11587",4,18,3,11,"Joyful"
"11588",4,18,3,12,"Joyful"
"11589",4,18,3,13,"Joyful"
"11590",4,18,3,14,"Joyful"
"11591",4,18,3,15,"Powerful"
"11592",4,18,4,2,"Joyful"
"11593",4,18,4,3,"Scared"
"11594",4,18,4,4,"Joyful"
"11595",4,18,4,5,"Neutral"
"11596",4,18,4,6,"Joyful"
"11597",4,18,4,7,"Neutral"
"11598",4,18,4,8,"Neutral"
"11599",4,18,4,9,"Joyful"
"11600",4,18,4,10,"Mad"
"11601",4,18,7,2,"Neutral"
"11602",4,18,7,3,"Mad"
"11603",4,18,7,4,"Sad"
"11604",4,18,7,5,"Powerful"
"11605",4,18,7,6,"Neutral"
"11606",4,18,7,7,"Joyful"
"11607",4,18,7,8,"Powerful"
"11608",4,18,7,9,"Scared"
"11609",4,18,7,10,"Peaceful"
"11610",4,18,7,11,"Powerful"
"11611",4,18,7,12,"Mad"
"11612",4,18,7,13,"Peaceful"
"11613",4,18,7,14,"Mad"
"11614",4,18,7,15,"Joyful"
"11615",4,18,7,16,"Joyful"
"11616",4,18,7,17,"Scared"
"11617",4,18,7,18,"Joyful"
"11618",4,18,8,2,"Scared"
"11619",4,18,8,3,"Joyful"
"11620",4,18,8,4,"Peaceful"
"11621",4,18,8,5,"Powerful"
"11622",4,18,8,6,"Neutral"
"11623",4,18,8,7,"Powerful"
"11624",4,18,8,9,"Peaceful"
"11625",4,18,8,10,"Scared"
"11626",4,18,8,11,"Joyful"
"11627",4,18,8,12,"Neutral"
"11628",4,18,8,14,"Joyful"
"11629",4,18,8,15,"Powerful"
"11630",4,18,8,16,"Joyful"
"11631",4,18,8,17,"Neutral"
"11632",4,18,8,18,"Joyful"
"11633",4,18,8,19,"Sad"
"11634",4,18,8,20,"Neutral"
"11635",4,18,8,21,"Scared"
"11636",4,18,8,22,"Joyful"
"11637",4,18,8,24,"Scared"
"11638",4,18,8,25,"Powerful"
"11639",4,18,8,26,"Joyful"
"11640",4,18,8,28,"Peaceful"
"11641",4,18,9,2,"Peaceful"
"11642",4,18,9,3,"Joyful"
"11643",4,18,9,4,"Peaceful"
"11644",4,18,9,5,"Peaceful"
"11645",4,18,9,6,"Powerful"
"11646",4,18,9,7,"Scared"
"11647",4,18,9,8,"Powerful"
"11648",4,18,9,9,"Joyful"
"11649",4,18,9,10,"Joyful"
"11650",4,18,9,11,"Peaceful"
"11651",4,18,9,12,"Sad"
"11652",4,18,9,13,"Peaceful"
"11653",4,18,9,14,"Sad"
"11654",4,18,9,15,"Peaceful"
"11655",4,18,9,16,"Neutral"
"11656",4,18,9,17,"Peaceful"
"11657",4,18,10,2,"Sad"
"11658",4,18,10,3,"Scared"
"11659",4,18,10,4,"Sad"
"11660",4,18,10,5,"Scared"
"11661",4,18,10,6,"Mad"
"11662",4,18,10,7,"Neutral"
"11663",4,18,10,8,"Neutral"
"11664",4,18,10,9,"Neutral"
"11665",4,18,10,10,"Peaceful"
"11666",4,18,10,11,"Powerful"
"11667",4,18,10,12,"Neutral"
"11668",4,18,10,13,"Joyful"
"11669",4,18,10,14,"Neutral"
"11670",4,18,10,15,"Neutral"
